,title,url,sf_url,location,updated_at,Chất lượng,Giá cả,ImgURL,Không gian,Latitude,Location,Longitude,Phục vụ,Vị trí
843,6+ Coffee - Phan Đình Phùng,https://www.foody.vn/ha-noi/6-coffee-phan-dinh-phung,https://shopeefood.vn/ha-noi/6-coffee-phan-dinh-phung,"6 Phan Đình Phùng, Quận Ba Đình, Hà Nội",11/12/2023 3:13,7.0,7.0,https://media.foody.vn/res/g7/67702/prof/s/foody-upload-api-foody-mobile-6-cf-jpg-181210104139.jpg,7.0,21.0402985,6 Phan Đình Phùng,105.8448451,7.0,7.0
844,Cháo Dinh Dưỡng - Hoàng Hoa Thám,https://www.foody.vn/ha-noi/chao-dinh-duong-hoang-hoa-tham,https://shopeefood.vn/ha-noi/chao-dinh-duong-hoang-hoa-tham,"10 Ngõ 189 Hoàng Hoa Thám, Quận Ba Đình, Hà Nội",11/12/2023 3:13,10.0,10.0,https://media.foody.vn/res/g26/256702/prof/s/foody-mobile-10-jpg-682-636045402370851671.jpg,10.0,21.04167535,10 Ngõ 189 Hoàng Hoa Thám,105.8204315,10.0,10.0
845,Chè Sầu Liên - Đào Tấn,https://www.foody.vn/ha-noi/che-sau-lien-dao-tan,https://shopeefood.vn/ha-noi/che-sau-lien-dao-tan,"68 Đào Tấn, P. Ngọc Khánh, Quận Ba Đình, Hà Nội",11/12/2023 3:13,5.3,5.0,https://media.foody.vn/res/g75/740052/prof/s/foody-upload-api-foody-mobile-csa-jpg-180512142312.jpg,4.7,21.03307795,"68 Đào Tấn, P. Ngọc Khánh",105.8072163,5.3,6.3
846,Lẩu Riêu Cua - Phó Đức Chính,https://www.foody.vn/ha-noi/lau-rieu-cua-pho-duc-chinh,https://shopeefood.vn/ha-noi/lau-rieu-cua-pho-duc-chinh,"66 Phó Đức Chính, Quận Ba Đình, Hà Nội",11/12/2023 3:13,7.4,6.9,https://media.foody.vn/res/g2/16624/prof/s/foody-mobile-lau-rieu-cua-pho-duc-chinh-ha-noi.jpg,6.3,21.048748,66 Phó Đức Chính,105.841485,6.6,6.8
847,Mai Nga - Bún Cá Hà Thành - Đào Tấn,https://www.foody.vn/ha-noi/mai-nga-bun-ca-ha-thanh-dao-tan,https://shopeefood.vn/ha-noi/mai-nga-bun-ca-ha-thanh-dao-tan,"76A Ngõ 9 Đào Tấn, P. Ngọc Khánh, Quận Ba Đình, Hà Nội",11/12/2023 3:13,9.0,9.0,https://media.foody.vn/res/g111/1103482/prof/s/foody-upload-api-foody-mobile-fo-4e085ddf-210915195024.jpeg,9.0,21.0325916,"76A Ngõ 9 Đào Tấn, P. Ngọc Khánh",105.8065676,9.0,9.0
848,Café De Flore 46,https://www.foody.vn/ha-noi/cafe-de-flore-46,https://shopeefood.vn/ha-noi/cafe-de-flore-46,"46 Nguyễn Trường Tộ, P. Quán Thánh, Quận Ba Đình, Hà Nội",11/12/2023 3:13,9.0,9.1,https://media.foody.vn/res/g95/940314/prof/s/file_restaurant_photo_w2ps_16220-a09daab2-210527021458.jpg,9.4,21.042987,"46 Nguyễn Trường Tộ, P. Quán Thánh",105.843958,9.3,9.5
849,Giảng Cafe - Yên Phụ,https://www.foody.vn/ha-noi/giang-cafe-yen-phu,https://shopeefood.vn/ha-noi/giang-cafe-yen-phu,"106 Yên Phụ, P. Nguyễn Trung Trực, Quận Ba Đình, Hà Nội",11/12/2023 3:13,8.3,8.0,https://media.foody.vn/res/g2/14932/prof/s/foody-mobile-oqropmro-jpg-722-635810366167204339.jpg,7.3,21.0415639,"106 Yên Phụ, P. Nguyễn Trung Trực",105.848898,7.7,7.7
850,Nem Chua Rán 36 Tạm Thương - Văn Cao,https://www.foody.vn/ha-noi/nem-chua-ran-36-tam-thuong-van-cao,https://shopeefood.vn/ha-noi/nem-chua-ran-36-tam-thuong-van-cao,"40 Văn Cao, P. Liễu Giai, Quận Ba Đình, Hà Nội",11/12/2023 3:13,10.0,10.0,https://media.foody.vn/res/g112/1110088/prof/s/file_restaurant_photo_rosg_16363-a61d000f-211108133008.jpg,10.0,21.0390989,"40 Văn Cao, P. Liễu Giai",105.8152234,10.0,10.0
851,Lẩu Mắm & Lẩu Cá Kèo,https://www.foody.vn/ha-noi/lau-mam-lau-ca-keo,https://www.foody.vn/ha-noi/lau-mam-lau-ca-keo,"69 Văn Cao, Quận Ba Đình, Hà Nội",11/12/2023 3:13,9.0,7.0,https://media.foody.vn/res/g69/684580/prof/s/foody-mobile-foody-lau-ca-keo-ba--627-636397903106252244.jpg,7.0,21.04013265,69 Văn Cao,105.8161487,7.0,8.0
852,Bánh Mì Thịt Xiên Nướng U Thủy,https://www.foody.vn/ha-noi/banh-mi-thit-xien-nuong-u-thuy,https://shopeefood.vn/ha-noi/banh-mi-thit-xien-nuong-u-thuy,"74 Ngọc Hà, Quận Ba Đình, Hà Nội",11/12/2023 3:13,7.4,7.2,https://media.foody.vn/res/g22/216477/prof/s/foody-mobile-35-jpg-242-635929649393599052.jpg,6.8,21.0355749,74 Ngọc Hà,105.8308891,8.4,6.8
853,May Mắn Restaurant - Fortuna Hotel Hanoi,https://www.foody.vn/ha-noi/nha-hang-may-man-fortuna-hotel-hanoi,https://www.foody.vn/ha-noi/nha-hang-may-man-fortuna-hotel-hanoi,"Fortuna Hotel Hanoi, 6B Láng Hạ, Quận Ba Đình, Hà Nội",11/12/2023 3:13,7.1,6.7,https://media.foody.vn/res/g14/135236/prof/s/foody-mobile-may-man-mb-jpg-468-635841320887628708.jpg,7.1,21.02206119,"Fortuna Hotel Hanoi, 6B Láng Hạ",105.8186522,7.3,7.7
854,Bống Bang - Lẩu & Nướng,https://www.foody.vn/ha-noi/bong-bang-lau-nuong,https://www.foody.vn/ha-noi/bong-bang-lau-nuong,"86 Phó Đức Chính, Quận Ba Đình, Hà Nội",11/12/2023 3:13,5.0,5.5,https://media.foody.vn/res/g18/170256/prof/s/foody-mobile-bong-bang-jpg-472-636204396535092272.jpg,5.5,21.0474469,86 Phó Đức Chính,105.8422439,6.5,5.5
855,Lẩu Cháo - Lẩu Chép,https://www.foody.vn/ha-noi/lau-chao-lau-chep,https://www.foody.vn/ha-noi/lau-chao-lau-chep,"46 Văn Cao, Quận Ba Đình, Hà Nội",11/12/2023 3:13,1.0,1.0,https://media.foody.vn/res/g1/5360/prof/s/foody-mobile-lau-chao-lau-chep.jpg,1.0,21.03886,46 Văn Cao,105.815377,1.0,1.0
856,Gắt Quán - Hủ Tíu & Lẩu Thái,https://www.foody.vn/ha-noi/gat-quan-hu-tiu-lau-thai,https://www.foody.vn/ha-noi/gat-quan-hu-tiu-lau-thai,"102C5 Ngõ 1 Trần Huy Liệu, Quận Ba Đình, Hà Nội",11/12/2023 3:13,9.0,8.0,https://media.foody.vn/res/g78/779813/prof/s/foody-upload-api-foody-mobile-lau-thq-jpg-180919172736.jpg,7.0,21.02683001,102C5 Ngõ 1 Trần Huy Liệu,105.8229394,6.0,8.0
857,"Mì Vằn Thắn, Hủ Tíu & Bánh Cuốn - Cửa Bắc",https://www.foody.vn/ha-noi/mi-van-than-hu-tiu-banh-cuon-cua-bac,https://shopeefood.vn/ha-noi/mi-van-than-hu-tiu-banh-cuon-cua-bac,"96 Cửa Bắc, Quận Ba Đình, Hà Nội",11/12/2023 3:13,8.3,9.3,https://media.foody.vn/res/g73/722823/prof/s/foody-upload-api-foody-mobile-foody-my-van-than-72-180312140035.jpg,7.5,21.0414091,96 Cửa Bắc,105.8422162,8.8,8.5
858,Phở Cuốn Vinh Phong,https://www.foody.vn/ha-noi/pho-cuon-vinh-phong,https://shopeefood.vn/ha-noi/pho-cuon-vinh-phong,"40 Ngũ Xá, Quận Ba Đình, Hà Nội",11/12/2023 3:13,6.8,6.6,https://media.foody.vn/res/g1/255/prof/s/file_restaurant_photo_utlq_16558-2a916b53-220621155942.jpg,6.4,21.045965,40 Ngũ Xá,105.841159,6.5,6.3
859,Tiệm Bánh Panna Cotta,https://www.foody.vn/ha-noi/tiem-banh-panna-cotta,https://shopeefood.vn/ha-noi/tiem-banh-panna-cotta,"104 K8 Ngõ 6B Thành Công, Quận Ba Đình, Hà Nội",11/12/2023 3:13,7.8,7.1,https://media.foody.vn/res/g10/94040/prof/s/foody-mobile-bltm-jpg-911-636125576833967868.jpg,6.8,21.02324794,104 K8 Ngõ 6B Thành Công,105.8167894,7.6,6.9
860,Cộng Cà Phê - Trúc Bạch,https://www.foody.vn/ha-noi/cong-caphe-truc-bach,https://shopeefood.vn/ha-noi/cong-caphe-truc-bach,"15 Trúc Bạch, P. Trúc Bạch, Quận Ba Đình, Hà Nội",11/12/2023 3:13,7.8,7.1,https://media.foody.vn/res/g9/85163/prof/s/foody-upload-api-foody-mobile-cong-190624101346.jpg,8.5,21.048865,"15 Trúc Bạch, P. Trúc Bạch",105.839903,7.9,8.2
861,Trà Bí Đao Cát Tiên - Thanh Niên,https://www.foody.vn/ha-noi/tra-bi-dao-cat-tien-thanh-nien,https://shopeefood.vn/ha-noi/tra-bi-dao-cat-tien-thanh-nien,"9A Thanh Niên, P. Quán Thánh, Quận Ba Đình, Hà Nội",11/12/2023 3:13,7.5,7.5,https://media.foody.vn/res/g109/1086901/prof/s/foody-upload-api-foody-mobile-co-b87af596-210716171456.jpeg,8.5,21.0439409,"9A Thanh Niên, P. Quán Thánh",105.8363238,8.0,9.0
862,La Pizza,https://www.foody.vn/ha-noi/la-pizza,https://shopeefood.vn/ha-noi/la-pizza,"101H3 Thành Công, P. Thành Công, Quận Ba Đình, Hà Nội",11/12/2023 3:13,7.3,7.5,https://media.foody.vn/res/g65/643107/prof/s/foody-mobile-la-pz-jpg-224-636250856508309651.jpg,6.5,21.020477,"101H3 Thành Công, P. Thành Công",105.815822,7.2,6.8
863,Lẩu Dê Nhất Ly - Đường Bưởi,https://www.foody.vn/ha-noi/lau-de-nhat-ly-duong-buoi,https://www.foody.vn/ha-noi/lau-de-nhat-ly-duong-buoi,"346 Đường Bưởi, Quận Ba Đình, Hà Nội",11/12/2023 3:13,8.5,8.0,https://media.foody.vn/res/g66/656902/prof/s/foody-mobile-1109-jpg-121-636295809664585969.jpg,7.5,21.040046,346 Đường Bưởi,105.807018,7.5,6.5
864,Mifang - Cơm Gà Hải Nam - Láng Hạ,https://www.foody.vn/ha-noi/mifang-com-ga-hai-nam-lang-ha.vupob8,https://shopeefood.vn/ha-noi/mifang-com-ga-hai-nam-lang-ha.vupob8,"29/5 Láng Hạ, P.Thành Công, Quận Ba Đình, Hà Nội",11/12/2023 3:13,9.1,9.1,https://media.foody.vn/res/g100003/1000027675/prof/s/file_1b95fd1d-0759-4657-bfa0-465-90906414-210611123230.jpeg,9.4,21.0220659,"29/5 Láng Hạ, P.Thành Công",105.8191821,9.2,9.2
865,Quỳnh Béo - Xôi Nóng & Các Món Ăn Vặt,https://www.foody.vn/ha-noi/quynh-beo-xoi-nong-cac-mon-an-vat,https://www.foody.vn/ha-noi/quynh-beo-xoi-nong-cac-mon-an-vat,"73 Phạm Hồng Thái, Quận Ba Đình, Hà Nội",11/12/2023 3:13,8.5,8.3,https://media.foody.vn/res/g66/655096/prof/s/foody-mobile-971-jpg-134-636289031243334110.jpg,7.5,21.04442621,73 Phạm Hồng Thái,105.842779,8.2,7.5
866,Saiko - Sushi & Japanese Cuisine,https://www.foody.vn/ha-noi/saiko-sushi-japanese-cuisine,https://www.foody.vn/ha-noi/saiko-sushi-japanese-cuisine,"537 Kim Mã, Quận Ba Đình, Hà Nội",11/12/2023 3:13,6.3,6.0,https://media.foody.vn/res/g77/764166/prof/s/foody-upload-api-foody-mobile-1-jpg-180727163947.jpg,8.0,21.029657,537 Kim Mã,105.810117,8.0,7.3
867,Bồ Đề Tâm - Phạm Huy Thông,https://www.foody.vn/ha-noi/quan-bo-de-tam,https://shopeefood.vn/ha-noi/quan-bo-de-tam,"34 Phạm Huy Thông, P. Ngọc Khánh, Quận Ba Đình, Hà Nội",11/12/2023 3:13,6.4,5.2,https://media.foody.vn/res/g1/1076/prof/s/foody-mobile-bodetam-jpg-527-636150787295248991.jpg,7.9,21.026778,"34 Phạm Huy Thông, P. Ngọc Khánh",105.810378,6.6,7.6
868,Phở 820 - Đội Cấn,https://www.foody.vn/ha-noi/pho-820-doi-can,https://shopeefood.vn/ha-noi/pho-820-doi-can,"280 Đội Cấn, P. Cống Vị, Quận Ba Đình, Hà Nội",11/12/2023 3:13,8.0,8.0,https://media.foody.vn/res/g3/26880/prof/s/foody-mobile-pho-820-doi-can-ha-noi.jpg,6.0,21.037771,"280 Đội Cấn, P. Cống Vị",105.809187,6.0,7.0
869,Balan Bakery,https://www.foody.vn/ha-noi/balan-bakery,https://www.foody.vn/ha-noi/balan-bakery,"354 Đội Cấn, Quận Ba Đình, Hà Nội",11/12/2023 3:13,7.0,8.5,https://media.foody.vn/res/g67/665795/prof/s/foody-mobile-gato-xoai-021-jpg-393-636326278630552732.jpg,6.0,21.0380057,354 Đội Cấn,105.8119209,7.0,6.5
870,Hà Phát - Chả Bề Bề & Bún Hải Sản,https://www.foody.vn/ha-noi/ha-phat-bun-hai-san-chau-long,https://shopeefood.vn/ha-noi/ha-phat-bun-hai-san-chau-long,"106 Trấn Vũ (Ngõ Chùa Châu Long), P. Trúc Bạch , Quận Ba Đình, Hà Nội",11/12/2023 3:13,8.3,9.0,https://media.foody.vn/res/g31/300403/prof/s/foody-mobile-hs-k-jpg-887-636161027300805644.jpg,6.3,21.044652,"106 Trấn Vũ (Ngõ Chùa Châu Long), P. Trúc Bạch",105.8415436,8.3,7.7
871,Vua Bún Hải Sản - Văn Cao,https://www.foody.vn/ha-noi/vua-bun-hai-san-van-cao,https://shopeefood.vn/ha-noi/vua-bun-hai-san-van-cao,"61 Văn Cao, P. Liễu Giai, Quận Ba Đình, Hà Nội",11/12/2023 3:13,10.0,10.0,https://media.foody.vn/res/g113/1127484/prof/s/foody-upload-api-foody-mobile-fo-3ee7b513-220218082457.jpeg,8.0,21.040357,"61 Văn Cao, P. Liễu Giai",105.8161229,10.0,10.0
872,Fastfood Nguyên Sinh,https://www.foody.vn/ha-noi/fastfood-nguyen-sinh,https://www.foody.vn/ha-noi/fastfood-nguyen-sinh,"201 AB Đội Cấn , Quận Ba Đình, Hà Nội",11/12/2023 3:13,6.6,6.1,https://media.foody.vn/res/g1/9518/prof/s/foody-mobile-nguyensinh-jpg-678-636138536383402177.jpg,7.0,21.035336,201 AB Đội Cấn,105.823893,6.6,8.4
873,Sáu Cam - Nước Ép Trái Cây,https://www.foody.vn/ha-noi/sau-cam-nuoc-ep-trai-cay,https://shopeefood.vn/ha-noi/sau-cam-nuoc-ep-trai-cay,"38 Ngõ 75 An Xá, Quận Ba Đình, Hà Nội",11/12/2023 3:13,10.0,10.0,https://media.foody.vn/res/g91/903530/prof/s/foody-upload-api-foody-mobile-ep-cam-190409110845.jpg,8.0,21.04562,38 Ngõ 75 An Xá,105.850463,10.0,10.0
874,Loan Hồ - Bún Dọc Mùng,https://www.foody.vn/ha-noi/loan-ho-bun-doc-mung,https://shopeefood.vn/ha-noi/loan-ho-bun-doc-mung,"34 Nguyễn Chí Thanh, P. Ngọc Khánh, Quận Ba Đình, Hà Nội",11/12/2023 3:13,8.0,8.0,https://media.foody.vn/res/g81/801003/prof/s/foody-upload-api-foody-mobile-z1-200911172557.jpg,8.0,21.025722,"34 Nguyễn Chí Thanh, P. Ngọc Khánh",105.811357,8.0,8.0
875,Gardenista - Lotte Center,https://www.foody.vn/ha-noi/gardenista-lotte-center,https://www.foody.vn/ha-noi/gardenista-lotte-center,"Tầng 1 Lotte Center 54 Liễu Giai, Quận Ba Đình, Hà Nội",11/12/2023 3:13,2.0,1.0,https://media.foody.vn/res/g94/932417/prof/s/foody-upload-api-foody-mobile-c__media_temp-_-food-191114141611.jpg,5.0,21.032174,Tầng 1 Lotte Center 54 Liễu Giai,105.8124,5.0,6.0
876,Vị Hà - Cơm Gà & Sườn,https://www.foody.vn/ha-noi/vivu-quan-com-ga-suon,https://shopeefood.vn/ha-noi/vivu-quan-com-ga-suon,"74 Nguyễn Trường Tộ, Quận Ba Đình, Hà Nội",11/12/2023 3:13,6.1,7.1,https://media.foody.vn/res/g25/248613/prof/s/foody-mobile-vicu3-jpg-291-636022758543660136.jpg,6.2,21.043416,74 Nguyễn Trường Tộ,105.842635,6.4,7.1
877,Trà Chanh Bụi Phố - Đào Tấn,https://www.foody.vn/ha-noi/tra-chanh-bui-pho-dao-tan,https://shopeefood.vn/ha-noi/tra-chanh-bui-pho-dao-tan,"114 Đào Tấn, P. Ngọc Khánh, Quận Ba Đình, Hà Nội",11/12/2023 3:13,10.0,9.0,https://media.foody.vn/res/g98/976316/prof/s/foody-upload-api-foody-mobile-75210811_23983004038-191105110914.jpg,9.0,21.034111,"114 Đào Tấn, P. Ngọc Khánh",105.805849,9.0,8.0
878,Vân - Nầm Bò Nướng,https://www.foody.vn/ha-noi/van-nam-bo-nuong,https://www.foody.vn/ha-noi/van-nam-bo-nuong,"200 Phó Đức Chính, Quận Ba Đình, Hà Nội",11/12/2023 3:13,7.9,6.9,https://media.foody.vn/res/g10/98019/prof/s/foody-mobile-nam-bo-nuong-jpg-994-635494969190404733.jpg,6.7,21.043845,200 Phó Đức Chính,105.846837,7.6,7.1
879,Lẩu Dê Khô Thu Béo,https://www.foody.vn/ha-noi/lau-de-kho-thu-beo,https://www.foody.vn/ha-noi/lau-de-kho-thu-beo,"507 Kim Mã, Quận Ba Đình, Hà Nội",11/12/2023 3:13,9.9,9.7,https://media.foody.vn/res/g106/1054607/prof/s/foody-upload-api-foody-mobile-34-201110115007.jpg,9.9,21.0316746,507 Kim Mã,105.8222795,10.0,9.9
880,Kochan Takoyaki - Bánh Bạch Tuộc - Trần Huy Liệu,https://www.foody.vn/ha-noi/kochan-takoyaki-banh-bach-tuoc-tran-huy-lieu,https://shopeefood.vn/ha-noi/kochan-takoyaki-banh-bach-tuoc-tran-huy-lieu,"103D1 Trần Huy Liệu, P. Giảng Võ, Quận Ba Đình, Hà Nội",11/12/2023 3:13,10.0,10.0,https://media.foody.vn/res/g112/1118226/prof/s/foody-upload-api-foody-mobile-fo-e3ca254b-211125143053.jpeg,10.0,21.0269692,"103D1 Trần Huy Liệu, P. Giảng Võ",105.8225004,10.0,10.0
881,Toàn Béo - Lòng Trần Cháo,https://www.foody.vn/ha-noi/toan-beo-long-tran-chao,https://www.foody.vn/ha-noi/toan-beo-long-tran-chao,"76 Nguyễn Trường Tộ, Quận Ba Đình, Hà Nội",11/12/2023 3:13,8.0,7.0,https://media.foody.vn/res/g19/188504/prof/s/foody-mobile-chaolong4-jpg-257-635838977967591186.jpg,7.0,21.043404,76 Nguyễn Trường Tộ,105.842247,7.7,7.7
882,Xôi Bà Sử Chính Hiệu,https://www.foody.vn/ha-noi/xoi-ba-su-chinh-hieu,https://shopeefood.vn/ha-noi/xoi-ba-su-chinh-hieu,"28 Đội Cấn, Quận Ba Đình, Hà Nội",11/12/2023 3:13,8.4,8.0,https://media.foody.vn/res/g22/211649/prof/s/foody-mobile-1-jpg-630-635938928972440475.jpg,6.6,21.034415,28 Đội Cấn,105.831089,7.1,7.8
883,Mr.Taco - Đặc Sản Mexico - Kim Mã,https://www.foody.vn/ha-noi/mr-taco-dac-san-mexico-kim-ma,https://shopeefood.vn/ha-noi/mr-taco-dac-san-mexico-kim-ma,"289 Kim Mã, P. Giảng Võ, Quận Ba Đình, Hà Nội",11/12/2023 3:13,4.8,4.0,https://media.foody.vn/res/g94/937618/prof/s/foody-upload-api-foody-mobile-avar10-190710111024.jpg,6.0,21.030603,"289 Kim Mã, P. Giảng Võ",105.819138,4.5,6.0
884,Lẩu Sỹ Phú - Trúc Bạch,https://www.foody.vn/ha-noi/lau-sy-phu-truc-bach,https://www.foody.vn/ha-noi/lau-sy-phu-truc-bach,"5 Trúc Bạch, Quận Ba Đình, Hà Nội",11/12/2023 3:13,7.8,6.4,https://media.foody.vn/res/g1/290/prof/s/foody-mobile-sy-phu.jpg,8.5,21.04818,5 Trúc Bạch,105.840993,8.1,8.1
885,All Blue - Nhà Hàng Xiên Nướng Nhật Bản,https://www.foody.vn/ha-noi/all-blue-nha-hang-xien-nuong-nhat-ban,https://shopeefood.vn/ha-noi/all-blue-nha-hang-xien-nuong-nhat-ban,"8 Ngõ 70 Linh Lang, P. Cống Vị, Quận Ba Đình, Hà Nội",11/12/2023 3:13,9.7,9.7,https://media.foody.vn/res/g98/971474/prof/s/foody-upload-api-foody-mobile-71739198_13063492833-191023100807.jpg,9.0,21.034554,"8 Ngõ 70 Linh Lang, P. Cống Vị",105.810078,8.7,8.7
886,Ốc Tôn Thất Thiệp,https://www.foody.vn/ha-noi/oc-tran-phu,https://shopeefood.vn/ha-noi/oc-tran-phu,"14 Tôn Thất Thiệp, Quận Ba Đình, Hà Nội",11/12/2023 3:13,6.7,6.2,https://media.foody.vn/res/g2/17023/prof/s/foody-mobile-oc-tran-phu-ha-noi.jpg,5.7,21.030772,14 Tôn Thất Thiệp,105.842842,5.7,6.9
887,Latino Restaurant Tapas Bar,https://www.foody.vn/ha-noi/latino-restaurant-tapas-bar,https://www.foody.vn/ha-noi/latino-restaurant-tapas-bar,"121C8 Ngõ 12 Núi Trúc, P. Giảng Võ, Quận Ba Đình, Hà Nội",11/12/2023 3:13,8.2,6.7,https://media.foody.vn/res/g7/69377/prof/s/foody-mobile-3ruj9pqt-jpg-891-635796412631022930.jpg,8.8,21.030344,"121C8 Ngõ 12 Núi Trúc, P. Giảng Võ",105.822429,7.6,7.2
888,Hải Sản Vân Oanh,https://www.foody.vn/ha-noi/hai-san-van-oanh,https://www.foody.vn/ha-noi/hai-san-van-oanh,"96A Trấn Vũ, Quận Ba Đình, Hà Nội",11/12/2023 3:13,5.7,5.0,https://media.foody.vn/res/g1/7832/prof/s/foody-mobile-hai-van-jpg-385-636343467790794914.jpg,4.0,21.043371,96A Trấn Vũ,105.839796,5.3,6.3
889,Bánh Mì & Xôi Các Loại - Đê La Thành,https://www.foody.vn/ha-noi/banh-mi-xoi-cac-loai-de-la-thanh,https://www.foody.vn/ha-noi/banh-mi-xoi-cac-loai-de-la-thanh,"536 La Thành, Quận Ba Đình, Hà Nội",11/12/2023 3:13,9.0,10.0,https://media.foody.vn/res/g63/629911/prof/s/foody-mobile-16832276_58657612819-820-636234451741823805.jpg,9.0,21.02352,536 La Thành,105.819615,9.0,8.5
890,Xôi Nóng & Bánh Mì Pate - La Thành,https://www.foody.vn/ha-noi/xoi-nong-banh-mi-pate-la-thanh,https://www.foody.vn/ha-noi/xoi-nong-banh-mi-pate-la-thanh,"544 La Thành, Quận Ba Đình, Hà Nội",11/12/2023 3:13,6.7,8.0,https://media.foody.vn/res/g66/658587/prof/s/foody-mobile-1314-jpg-659-636301944452754126.jpg,6.3,21.02358155,544 La Thành,105.8193637,7.3,7.0
891,Mr.Burger - Burger Chuẩn Mỹ - Kim Mã,https://www.foody.vn/ha-noi/mr-burger-burger-chuan-my-kim-ma,https://shopeefood.vn/ha-noi/mr-burger-burger-chuan-my-kim-ma,"289 Kim Mã, P. Ngọc Khánh, Quận Ba Đình, Hà Nội",11/12/2023 3:13,6.0,7.0,https://media.foody.vn/res/g94/938683/prof/s/foody-upload-api-foody-mobile-bg-190712101353.jpg,8.0,21.0305927,"289 Kim Mã, P. Ngọc Khánh",105.8169392,6.0,8.0
892,Nộm Bò 1982,https://www.foody.vn/ha-noi/nom-bo-1982,https://shopeefood.vn/ha-noi/nom-bo-1982,"11 Hàng Bún, Quận Ba Đình, Hà Nội",11/12/2023 3:13,5.0,1.0,https://media.foody.vn/res/g96/950284/prof/s/foody-upload-api-foody-mobile-avar-190823114337.jpg,1.0,21.043711,11 Hàng Bún,105.84583,1.0,5.0
893,Otafuku - Ẩm Thực Nhật Bản,https://www.foody.vn/ha-noi/otafuku-am-thuc-nhat-ban,https://shopeefood.vn/ha-noi/otafuku-am-thuc-nhat-ban,"116A Linh Lang, P. Cống Vị, Quận Ba Đình, Hà Nội",11/12/2023 3:13,8.0,8.0,https://media.foody.vn/res/g30/290297/prof/s/foody-mobile-14192159_12300889870.jpg,7.0,21.032715,"116A Linh Lang, P. Cống Vị",105.809653,8.0,8.0
894,Deli’he - Clean & Healthy Food - Shop Online,https://www.foody.vn/ha-noi/deli-he-clean-healthy-food-shop-online,https://shopeefood.vn/ha-noi/deli-he-clean-healthy-food-shop-online,"53 Ngõ 74 Thành Công, P. Thành Công, Quận Ba Đình, Hà Nội",11/12/2023 3:13,9.3,9.1,https://media.foody.vn/res/g105/1043435/prof/s/file_restaurant_photo_npzq_16026-728eb509-201014134728.jpg,8.8,21.022861,"53 Ngõ 74 Thành Công, P. Thành Công",105.816725,8.8,9.2
895,Khoai Lang Mật Đà Lạt Nướng - Shop Online,https://www.foody.vn/ha-noi/khoai-lang-mat-da-lat-nuong-shop-online,https://shopeefood.vn/ha-noi/khoai-lang-mat-da-lat-nuong-shop-online,"A903 Toà M3 - M4, 91 Nguyễn Chí Thanh, Quận Ba Đình, Hà Nội",11/12/2023 3:13,8.1,7.9,https://media.foody.vn/res/g80/790673/prof/s/foody-upload-api-foody-mobile-khoai-jpg-181029111612.jpg,8.1,21.020755,"A903 Toà M3 - M4, 91 Nguyễn Chí Thanh",105.809307,8.4,8.1
896,Xôi Đêm - Giang Văn Minh,https://www.foody.vn/ha-noi/xoi-dem-giang-van-minh,https://shopeefood.vn/ha-noi/xoi-dem-giang-van-minh,"33 Giang Văn Minh, P. Kim Mã, Quận Ba Đình, Hà Nội",11/12/2023 3:13,7.0,7.0,https://media.foody.vn/res/g72/710256/prof/s/foody-mobile-xoi-jpg.jpg,7.0,21.03127,"33 Giang Văn Minh, P. Kim Mã",105.826847,8.0,7.0
897,Super Chicken - Tiệm Gà Online,https://www.foody.vn/ha-noi/super-chicken-tiem-ga-online,https://shopeefood.vn/ha-noi/super-chicken-tiem-ga-online,"Ngách 33 Ngõ 9 Đào Tấn, P. Ngọc Khánh, Quận Ba Đình, Hà Nội",11/12/2023 3:13,8.4,8.4,https://media.foody.vn/res/g89/888018/prof/s/foody-upload-api-foody-mobile-chicken-190301101710.jpg,7.6,21.0326665,"Ngách 33 Ngõ 9 Đào Tấn, P. Ngọc Khánh",105.8061343,8.8,8.7
898,Nem Rán Bà Cụ - Cổng Trường Thành Công,https://www.foody.vn/ha-noi/nem-ran-ba-cu-cong-truong-thanh-cong,https://shopeefood.vn/ha-noi/nem-ran-ba-cu-cong-truong-thanh-cong,"Cạnh Cổng THCS Thành Công, D7 TT Thành Công, Quận Ba Đình, Hà Nội",11/12/2023 3:13,9.0,8.6,https://media.foody.vn/res/g93/925275/prof/s/foody-upload-api-foody-mobile-nem-190531163802.jpg,7.0,21.022993,"Cạnh Cổng THCS Thành Công, D7 TT Thành Công",105.813936,8.6,7.4
899,Flamenco Tea,https://www.foody.vn/ha-noi/flamenco-tea,https://shopeefood.vn/ha-noi/flamenco-tea,"90 Cửa Bắc, P. Quán Thánh, Quận Ba Đình, Hà Nội",11/12/2023 3:13,4.9,6.2,https://media.foody.vn/res/g22/217757/prof/s/foody-mobile-11308_3978381517237_-147-635932291657134644.jpg,4.4,21.0419614,"90 Cửa Bắc, P. Quán Thánh",105.8423361,5.0,5.7
900,Bún Ziu Gánh,https://www.foody.vn/ha-noi/bun-ziu-ganh,https://shopeefood.vn/ha-noi/bun-ziu-ganh,"52 Hàng Bún, P. Quán Thánh, Quận Ba Đình, Hà Nội",11/12/2023 3:13,8.0,7.5,https://media.foody.vn/res/g22/212783/prof/s/foody-mobile-310527567_1414184568-759-635917309292359256.jpg,6.7,21.040316,"52 Hàng Bún, P. Quán Thánh",105.844012,7.5,7.2
